"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 08:06:06 GMT 2024","Mon Sep 02 08:06:07 GMT 2024","1074","tests","chal_2_test","","","","Получить цену товаров",""
