"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 08:04:29 GMT 2024","Mon Sep 02 08:04:30 GMT 2024","835","tests","chal_2_test","","","","Получить цену товаров",""
